feature,coef,odds_ratio
A2_27.25,-0.28463626826626576,0.752287835519965
A14_00188,-0.2907562485668301,0.747697908244462
A14_00268,-0.3035312764080615,0.7382068003136126
A2_34.25,-0.3058286622111613,0.7365128011207431
A2_34.58,-0.3115139093090799,0.7323374241269438
A2_57.08,-0.3197287004532918,0.7263460677042435
A6_j,-0.3296012747372747,0.7192104436419217
A13_s,-0.3354778774860455,0.7149963240529393
A2_30.42,-0.33693341417338146,0.7139563776956094
A4_y,-0.34213285161130824,0.7102538400739774
A5_p,-0.34213285161130824,0.7102538400739774
A6_aa,-0.3433215381527496,0.7094100724802178
A14_00443,-0.35700461651517373,0.6997692672317138
A14_00928,-0.3615432191870181,0.6966004889180893
A14_00440,-0.3711953728629043,0.6899091388672196
A2_22.67,-0.375813591056959,0.6867303337873641
A14_00120,-0.38035294633970573,0.683620085420788
A2_21.50,-0.38048446584115125,0.683530181960134
A14_00523,-0.3818184547642201,0.682618968178489
A6_d,-0.38437712514944106,0.6808746038186011
A14_00252,-0.3877669174911847,0.6785704877447235
A2_41.58,-0.39131199413406265,0.6761691623143223
A2_25.67,-0.3940437110855095,0.6743245801368491
A2_31.42,-0.3947156725593009,0.6738716122037107
A2_32.33,-0.3961863167135222,0.672881315222245
A2_62.50,-0.40123953984601163,0.6694896723759365
A6_k,-0.40387592093882985,0.6677269670642997
A2_43.17,-0.4051580484429072,0.6668714045419345
A14_00163,-0.4123703176814426,0.6620790510702272
A2_52.33,-0.41289762121778256,0.6617300264743003
A7_bb,-0.41773598461679784,0.6585360691281508
A2_27.83,-0.419000058991773,0.6577041564686815
A14_00420,-0.41941523883336385,0.6574311476389881
A14_00112,-0.42007291959318294,0.6569989099750579
A2_31.83,-0.4209704538690316,0.6564094954835823
A14_00212,-0.42262345877797297,0.6553253436662739
A2_22.50,-0.423012564785298,0.6550704022411377
A2_33.75,-0.42749953528735657,0.6521377050527056
A2_16.25,-0.42792859259187166,0.6518579606242898
A2_34.00,-0.4282069826640095,0.6516765150970966
A6_i,-0.43339369908116615,0.6483052043917792
A2_30.08,-0.437842560000857,0.6454273909463735
A7_ff,-0.44301395455038023,0.6420982468329427
A14_00400,-0.4493266652965284,0.6380576333604238
A2_39.83,-0.45322580145845426,0.6355746037499131
A14_00288,-0.45322580145845426,0.6355746037499131
A14_00075,-0.46578623250613505,0.6276414390453116
A2_19.75,-0.47166290789957516,0.6239638107424452
A2_63.33,-0.4727056861299723,0.6233134939910518
A2_23.00,-0.4786445541159808,0.6196226878893761
A2_37.17,-0.47968790756246815,0.618976539561603
A7_z,-0.4825757748759763,0.617191596025724
A2_37.75,-0.4964522748870608,0.6086862852884032
A2_25.33,-0.5029802920745681,0.6047257121659265
A14_00320,-0.504235023955549,0.603967419362186
A14_00368,-0.5056833970420915,0.6030932823978724
A2_42.75,-0.5103135727397615,0.600307309288041
A2_28.50,-0.5120021932299113,0.5992944734535323
A2_43.25,-0.5170281555261527,0.5962899985389207
A14_00132,-0.5197313507925492,0.5946802869001275
A2_49.00,-0.5409694668388384,0.5821835710320669
A13_g,-0.5638122026435171,0.569035644535207
A14_00760,-0.5681499488112631,0.5665726581157348
A2_19.42,-0.5796639251138341,0.560086565967985
A2_38.58,-0.5837757907543794,0.5577882935934125
A2_34.83,-0.5976083627818264,0.5501257652623962
A14_00680,-0.6125896478044438,0.5419456020480355
A14_00167,-0.6163440437415676,0.5399147384001792
A14_00980,-0.6194710890605587,0.5382290375499101
A14_00208,-0.6201712439725483,0.5378523257391956
A2_28.75,-0.6350368508968278,0.5299159600793818
A14_00176,-0.6380198041058215,0.5283376008220264
A2_29.17,-0.6521313157101465,0.5209343172518804
A14_00329,-0.6521313157101465,0.5209343172518804
A14_00200,-0.6532086094856844,0.5203734201341741
A2_80.25,-0.6734120459150429,0.5099655799094133
A2_28.58,-0.6755825420345618,0.50885990196605
A2_25.42,-0.6800852214822924,0.5065738195541973
A2_20.67,-0.6963090141307265,0.49842157988045127
A2_23.58,-0.7081680248913913,0.4925457029086447
A2_55.75,-0.7336901238017716,0.4801339633040922
A2_40.92,-0.7540085419212041,0.47047684163565684
A14_00152,-0.7859714088607826,0.4556768382013772
A2_54.83,-0.7859714088607826,0.4556768382013772
A2_18.67,-0.8179050329300387,0.44135531149642854
A2_24.58,-0.8519743562838632,0.4265718950934254
A2_44.25,-0.87903144699437,0.4151848455330735
A2_35.25,-0.9178095407742467,0.39939293756257643
A6_ff,-0.9554403405053915,0.38464273348078126
A14_00180,-1.0857240544475601,0.33765721515574787
